Date,,Basantpur,Kelo,Kurubhata,Paramanpur,Sundargarh,Hirakud inflow ,rainfall,tavg
7/24/2005,7,950,150,104,125,305,1579.69,13.98286203,27.27447785
7/25/2005,7,1562.24,307.818,250.25,122.044,182.865,1765.36,24.68037133,26.93711076
7/26/2005,7,2700,53.795,237.119,121.625,187.959,2388.96,14.58172373,27.21850633
7/27/2005,7,5250,28.517,168.668,175.607,141.623,3509.53,15.92701266,27.01228165
7/28/2005,7,5800,39.857,147.057,127.847,300.476,6232.18,2.899761582,27.10371203
7/29/2005,7,3500,29.021,232.735,79.459,247.349,7049.64,3.207141835,26.53164557
7/30/2005,7,2100.03,54.362,160.396,1450,310.919,5037.19,27.12285171,26.06094937
7/31/2005,7,3400,550,700,2150,570,8159.9,65.72532532,26.37626899
8/1/2005,8,10515.6,131.829,408.978,495.36,375.494,11191.5,11.83256209,26.11881013
8/2/2005,8,8800,74.225,250,273.325,250.753,12836.1,4.098502848,26.10083228
8/3/2005,8,5700,63.892,214.373,190.33,150.632,10701.4,2.950975823,26.20362975
8/4/2005,8,3100,400.415,425.908,230.164,250.691,7141.26,39.90951519,25.66912658
8/5/2005,8,5100,1612.57,1979.57,450.911,878.522,9776.69,42.63522437,25.30784494
8/6/2005,8,5900,226.708,645.341,325.191,479.067,12866.3,19.05798278,24.66087342
8/7/2005,8,7000,100,450,281,400,9578.22,9.91231462,24.76840506
8/8/2005,8,6500,91.448,300.679,240.249,375.604,8611.83,0.7892765823,26.39876266
8/9/2005,8,4250,69.848,200.619,220.827,250.567,7773.7,2.015208797,27.03339873
8/10/2005,8,2350,48.72,127.101,151.408,147.035,5413.25,0.01983544304,27.83980063
8/11/2005,8,1929.85,36.915,106.941,118.315,105.842,3057.99,0.02255132911,27.55837342
8/12/2005,8,1606.21,28.264,89.478,104.462,84.859,1837.57,2.402283481,27.52206329
8/13/2005,8,1218.93,40.305,105.145,150.507,90.628,1629.14,3.38697519,27.57804114
8/14/2005,8,900,30,102,130,90,1260.55,1.02252981,28.14275633
8/15/2005,8,897.8,38.5,88,162,140,1105.67,14.09850108,27.22046835
8/16/2005,8,969.866,106.615,134.471,350.903,314.063,1295.87,17.92437215,26.01667405
8/17/2005,8,1314.11,84.381,128.945,280.69,290.931,1794.13,8.185642785,26.02513291
8/18/2005,8,1930.14,50.655,95.632,190.318,177.929,1985.77,5.709038734,26.93851582
8/19/2005,8,2000,37.024,79.086,230.783,239.765,2092.37,35.45191835,26.15184494
8/20/2005,8,2800,173.859,117.741,160.469,332.559,3039.44,32.09104937,24.86018354
8/21/2005,8,6500,85,115,160,350.5,3822.63,16.76208791,24.98226266
8/22/2005,8,8437.47,89.284,120.152,200.506,579.716,6605.1,13.93874823,25.67829747
8/23/2005,8,7025,70.673,148.245,160.657,334.474,9265.68,6.564020316,25.60956329
8/24/2005,8,5400,83.45,168.468,200.556,223.015,7956.19,7.038877405,26.21605063
8/25/2005,8,2600,82.164,145.868,145.715,164.876,6034.94,2.745582342,26.77452848
8/26/2005,8,2023.22,52.887,96.817,136.057,144.66,3380.22,0.2588262025,27.26794304
8/27/2005,8,1768.44,39.928,78.664,108.123,126.352,2267.55,0.4890199367,27.58689873
8/28/2005,8,1314,27,63,114.1,100,1571.65,1.264645759,27.89170253
8/29/2005,8,999.757,20.321,57.588,114.149,80,1188.73,0.106705443,28.26751266
8/30/2005,8,689.171,20.367,53.892,108.646,114.757,1048.29,0.784093481,28.73386076
8/31/2005,8,618.715,19.813,51.858,131.872,80.163,891.853,0.4919792405,29.20442722
9/1/2005,9,532.694,19.288,53.644,100.054,86.403,704.63,1.104946329,29.18653165
9/2/2005,9,542.569,19.608,45.688,68.273,50.598,673.761,0.469404557,29.46405696
9/3/2005,9,412.542,19.518,17.94,58.417,41.538,721.254,7.324099177,28.32797785
9/4/2005,9,443.6,60,55,75,60.216,738.671,9.191922089,28.22293354
9/5/2005,9,598.644,39.484,50.59,67.897,201.066,669.768,4.469961709,27.74001582
9/6/2005,9,978.594,36.214,83.927,55.716,128.859,917.172,2.02320038,28.43928481
9/7/2005,9,970.7,22.34,140,60.78,138.392,1261.49,4.753769241,27.54099367
9/8/2005,9,941.171,25.092,107.513,60.174,116.536,1500.56,4.61074,28.29315823
9/9/2005,9,797.405,19.031,109.06,90.879,79.624,1363.15,5.937837342,27.5741519
9/10/2005,9,748.056,16.823,60.611,70.836,76.613,1050.87,3.854514937,27.12606013
9/11/2005,9,625,15.5,54,71,75,1031.61,8.828187848,27.05319937
9/12/2005,9,825.113,14.837,66.377,90.52,73.096,919.182,22.49471101,26.29715823
9/13/2005,9,1020.49,12.801,50.754,73.606,71.627,957.301,27.27420892,26.06602532
9/14/2005,9,7627.35,101.603,140.913,116.896,137.992,2237.59,37.36204873,25.04421835
9/15/2005,9,11520.7,600.12,582.152,167.903,550.76,8762.49,25.76484025,25.24870253
9/16/2005,9,9501.56,330.299,502.116,118.7,661.624,12650.8,2.837968038,25.77627848
9/17/2005,9,9290,109.926,400.389,90.438,400.638,11177.2,5.601872152,26.68474684
9/18/2005,9,9200,115,228,95,330,10635.7,6.436323987,26.25583544
9/19/2005,9,6750,65.387,148.045,100.863,247.359,9743.61,12.04541709,26.14875949
9/20/2005,9,2079.74,50.34,114.95,82.491,232.015,6820.14,1.353778418,26.30621835
9/21/2005,9,1857.9,29.062,109.838,70.667,175.367,2652.51,1.273100127,26.62381962
9/22/2005,9,1851.01,18.39,96.441,63.947,150.219,1558.19,2.434443354,26.2174557
9/23/2005,9,1757.31,16.961,90.036,55.747,140.67,2258.94,1.280598608,26.69559494
9/24/2005,9,1411.21,17.068,79.915,51.701,103.824,2053.57,1.078985633,26.88027848
9/25/2005,9,1184,16.8,81.5,45,90,1876.23,0.4470076582,26.48758544
9/26/2005,9,1121.37,16.551,80.036,41.443,88.799,1517.16,0.604285,26.50887975
9/27/2005,9,928.716,14.859,78.84,36.963,84.496,1146.37,0.2966499367,26.65517722
9/28/2005,9,864.731,13.897,71.371,37.574,78.43,1102.64,0.5235113924,27.14186076
9/29/2005,9,727.214,13.344,79,33.864,69.171,882.338,0.09549639241,26.87824684
9/30/2005,9,715.687,12.506,68.386,33.582,61.046,810.292,0.09346341772,27.30070886
6/1/2006,6,30.934,0,0,0,6.443,65.4758,0.060545,32.39933544
6/2/2006,6,30.946,0,0,0,6.356,124.013,3.825359747,31.89626582
6/3/2006,6,28.042,0,0,0,5.542,92.1816,0.3949376582,31.27081013
6/4/2006,6,28,0,0,0,4.7,15.7176,1.118818291,30.24939241
6/5/2006,6,41.306,0,0,0,10.676,231.346,12.67020886,27.66616456
6/6/2006,6,44.269,0,40.216,0,21.895,222.312,14.09960158,27.49697785
6/7/2006,6,85.152,0,15.47,0,63.556,262.696,9.504668354,28.00664873
6/8/2006,6,62.386,0,12.395,0,40.187,275.95,1.761270063,28.9734462
6/9/2006,6,67.805,0,14.808,0,21.602,200.817,2.142477089,29.79066139
6/10/2006,6,58.926,0,13.919,0,10.666,229.704,0.1708878481,31.50203481
6/11/2006,6,62,0,11,0,9.5,195.266,1.516968987,32.02171203
6/12/2006,6,58.466,0,10.081,0,6.635,113.875,1.014653987,32.14633228
6/13/2006,6,55.629,0,7.998,0,10.57,95.8349,0.3228860759,32.82583861
6/14/2006,6,58.105,0,6.891,0,6.573,59.5286,0.6343443671,32.9534019
6/15/2006,6,68.563,0,5.934,0,5.781,29.6227,0,33.09054747
6/16/2006,6,61.027,0,5.361,0,4.189,109.542,0.2775610127,33.48576899
6/17/2006,6,52.546,0,4.45,0,4.554,123.164,0.2543903165,33.62561709
6/18/2006,6,50,0,4,0,4.5,118.944,0.3576403165,33.44519304
6/19/2006,6,44.979,0,4.38,0,3.459,169.495,4.254124114,32.31737342
6/20/2006,6,53.956,0,4.287,0,1.578,169.495,0.7547529747,32.15689557
6/21/2006,6,46.484,0,4.047,0,2.528,73.547,1.901688924,31.17918038
6/22/2006,6,73.018,0,5.366,0,2.459,80.3155,6.684438861,30.58443671
6/23/2006,6,54.098,0,9.26,0,2.119,92.0966,2.369867152,29.51959177
6/24/2006,6,51.023,0,6.695,0,2.313,105.039,1.46691,29.69086392
6/25/2006,6,57,0,6,0,10,101.867,3.215463544,29.75860127
6/26/2006,6,49.978,0,7.049,0,7.337,89.8594,2.589977848,30.17960759
6/27/2006,6,52.13,0,6.545,0,5,135.171,3.724331582,30.11329747
6/28/2006,6,48.569,0,5.505,0,6.324,152.333,10.17022892,29.90711392
6/29/2006,6,77.544,0,4.938,0,67.116,130.3,6.606511203,29.27935443
6/30/2006,6,123.183,0,67.062,0,77.241,73.717,5.938752215,28.0876519
7/1/2006,7,141.192,0,59.827,7.157,66.317,298.351,7.274115759,28.26857595
7/2/2006,7,70,0,33,5.67,46,181.531,4.704741835,27.66940506
7/3/2006,7,65.662,0,24.729,5.67,49.702,198.438,29.27772468,26.86572152
7/4/2006,7,73.29,0,25.049,4.805,48.054,230.836,38.49767051,26.80886709
7/5/2006,7,1186.05,0,24.259,5.026,23.141,213.25,8.615747722,25.92496519
7/6/2006,7,1685.34,0,22.385,4.127,19.641,244.515,1.642006139,26.9914019
7/7/2006,7,1437.82,0,20.749,3.067,18.505,1874.76,0.4651674684,27.90262342
7/8/2006,7,1146.27,0,18.71,3.194,19.144,1345.48,0.3577662025,27.94255063
7/9/2006,7,726.5,0,17,3,12,971.121,3.231960633,27.82633228
7/10/2006,7,673.164,0,15.827,2.623,23.145,888.512,5.807988987,28.06134177
7/11/2006,7,359.575,0,15.499,8.299,21.207,673.421,1.762722089,28.21024367
7/12/2006,7,292.823,0,14.898,8.322,32.831,539.977,4.524443924,27.89502532
7/13/2006,7,264.612,0,19.768,9.92,24.399,467.988,2.973709937,27.44817405
7/14/2006,7,173.015,0,18.813,8.764,29.209,297.558,5.228446899,27.60628481
7/15/2006,7,235.308,0,63.136,8.69,94.816,365.47,25.21930867,26.17206962
7/16/2006,7,350,0,155,9,100,369.972,24.282795,25.95516456
7/17/2006,7,1140.4,59.009,108.436,150.157,120.635,480.93,27.72562152,25.66499367
7/18/2006,7,944.076,50.419,103.552,205.453,166.27,1015.02,10.07365057,26.29557911
7/19/2006,7,728.979,40.745,59.871,90.195,136.338,1347.55,1.113095063,26.00216139
7/20/2006,7,944.649,38.359,47.274,9.31,68.49,1063.27,6.557788544,26.25281013
7/21/2006,7,731.205,33.814,150.021,4.673,221.673,1043.85,30.90067278,24.44898418
7/22/2006,7,1824.06,81.132,448.769,852.492,904.074,1775.52,44.24687405,24.65448418
7/23/2006,7,2300,85,470,245,550,3975.7,9.613444937,26.18469937
7/24/2006,7,1920.42,56.398,157.931,174.937,369.163,4154.97,6.734103291,26.67501899
7/25/2006,7,1408.02,38.146,141.85,103.07,202.444,2824.27,2.480459367,27.57672468
7/26/2006,7,1093.94,74.125,113.38,78.062,245.296,2209.41,13.8745662,27.18087658
7/27/2006,7,730.903,67.759,341.24,210,754.768,1926.33,23.10097405,26.34012342
7/28/2006,7,910.552,446.711,465.953,216.35,1124.57,2764.49,24.45192532,25.12967405
7/29/2006,7,2996.34,75.87,168.538,169.468,604.771,3228.37,11.78450133,24.60898101
7/30/2006,7,3317,260,152,215,500,3426.92,29.37559854,25.23591456
7/31/2006,7,3293.28,234.915,1501.64,518.081,1356.2,5498.89,16.65769475,25.62072468
8/1/2006,8,2513.68,91.435,600.949,350.791,576.466,6338.53,3.546848481,26.33529114
8/2/2006,8,2295.38,45.068,322.074,273.358,591.774,4375.44,24.46640259,26.34661076
8/3/2006,8,3109.16,33.332,156.165,227.704,329.969,3451.3,26.0694981,25.98551899
8/4/2006,8,3652.44,33.065,128.995,144.547,284.84,3284.07,9.457865,26.19802215
8/5/2006,8,3574.03,26.002,95.542,93.428,191.642,3648.3,6.723021139,25.54978481
8/6/2006,8,3460,17,61,90,180,3861.8,3.109373671,25.53986709
8/7/2006,8,2511.55,7.445,54.968,78.518,105.398,3078.02,2.097041013,25.94739557
8/8/2006,8,1505.19,8.139,41.89,54.82,90.705,2590.37,1.436512595,26.0389462
8/9/2006,8,1206.47,13.477,41.895,50.279,85.072,1846.46,1.302111899,26.4178481
8/10/2006,8,1064.99,7.953,38.493,44.541,74.966,1442.71,2.486084684,26.91631329
8/11/2006,8,952.18,60.395,45.149,112.71,77.103,1179.61,10.3405862,27.31536076
8/12/2006,8,729.226,27.524,49.8,127.365,152.094,1412.54,11.52236614,27.12533228
8/13/2006,8,4400,92,133,150,240,1829.73,69.66869449,26.52696203
8/14/2006,8,14919.6,46.707,100.763,156.309,155.306,8896.7,13.75936165,26.11482911
8/15/2006,8,9100,40,93,140,125,14050.1,1.765414684,26.25343354
8/16/2006,8,7750,28,66,120.541,124.658,9844.17,6.008663481,26.73582595
8/17/2006,8,7473.18,12.402,55.521,214.878,145.891,7802.56,29.62131823,26.76382595
8/18/2006,8,7169,35.399,145.309,361.661,440,7213.78,14.14447424,26.3496962
8/19/2006,8,6502,58.249,365.67,242.953,580.383,6573.55,4.749901392,26.9705
8/20/2006,8,4900,38,169,243,400,7020.27,11.75175127,27.71814241
8/21/2006,8,3307.83,26.452,218.692,512.019,362.425,6634.24,10.36283468,26.61264873
8/22/2006,8,3026.51,220.975,203.984,1629.72,671.556,6552.03,43.42684392,25.9962943
8/23/2006,8,3896.72,111.222,187.447,965.296,1062.65,7828.5,29.69671759,25.5424019
8/24/2006,8,4033.66,166.21,880.689,1016.96,764.354,7975.9,23.16866608,25.45037342
8/25/2006,8,4908.82,86.338,552.349,350.119,783.347,8281.9,9.851114051,24.61881646
8/26/2006,8,4152.92,105.496,385.184,260.895,457.628,7081.42,8.863841013,25.02917089
8/27/2006,8,3200,115,370,260,1000,5923.52,11.44008665,25.34393354
8/28/2006,8,2462.47,43.977,311.305,243.546,459.465,4920.54,2.166074051,25.97940506
8/29/2006,8,1651.25,38.234,202.852,394.171,306.871,3906.21,11.32804177,25.7296962
8/30/2006,8,1698.39,116.25,188.147,654.513,308.696,4338.14,41.47473987,25.11004114
8/31/2006,8,6159.04,101.741,228.931,1125.03,268.871,5743.27,16.93807335,24.59294304
9/1/2006,9,13474.8,54.259,244.437,340.536,275.835,8685.38,0.4078010127,25.25785759
9/2/2006,9,7390.04,38.201,193.8,219.339,220.395,11916.3,0.07467341772,26.54171203
9/3/2006,9,6156,27,176,135,160,8998.54,0.1162105063,27.1226519
9/4/2006,9,3018.09,29.441,138.232,141.008,129.609,5229.97,4.351411519,26.73099051
9/5/2006,9,3110.32,47.997,131.443,529.744,126.354,3851.01,39.55143354,26.48556962
9/6/2006,9,7555.82,39.516,129.647,302.978,134.714,4472.15,6.927473354,26.32303481
9/7/2006,9,7002.67,30.908,220.53,181.186,151.117,7121.35,0.7737979747,27.55694304
9/8/2006,9,6669.62,26.911,185.257,133.54,124.505,8244.86,0.266751962,28.41496835
9/9/2006,9,3260.22,28.796,143.297,109.735,137.346,6393.16,5.043955823,28.13674684
9/10/2006,9,2011,48,225,190,140,3789.39,4.829309241,27.80621519
9/11/2006,9,1941.03,38.489,226.998,138.504,120.273,2650.78,2.310534684,28.04751582
